City,Year,Data_Type,Mode,Share,Source
Pacifica,2009,Residence,Carpool,0.108,ACS_B08301_5YR
Pacifica,2009,Residence,Drive Alone,0.745,ACS_B08301_5YR
Pacifica,2009,Residence,Other,0.011,ACS_B08301_5YR
Pacifica,2009,Residence,Transit,0.069,ACS_B08301_5YR
Pacifica,2009,Residence,Walk,0.015,ACS_B08301_5YR
Pacifica,2009,Residence,Work From Home,0.048,ACS_B08301_5YR
Palo Alto,2009,Residence,Bicycle,0.071,ACS_B08301_5YR
Palo Alto,2009,Residence,Carpool,0.054,ACS_B08301_5YR
Palo Alto,2009,Residence,Drive Alone,0.689,ACS_B08301_5YR
Palo Alto,2009,Residence,Other,0.01,ACS_B08301_5YR
Palo Alto,2009,Residence,Transit,0.041,ACS_B08301_5YR
Palo Alto,2009,Residence,Walk,0.056,ACS_B08301_5YR
Palo Alto,2009,Residence,Work From Home,0.079,ACS_B08301_5YR
Petaluma,2009,Residence,Bicycle,0.017,ACS_B08301_5YR
Petaluma,2009,Residence,Carpool,0.122,ACS_B08301_5YR
Petaluma,2009,Residence,Drive Alone,0.727,ACS_B08301_5YR
Petaluma,2009,Residence,Other,0.01,ACS_B08301_5YR
Petaluma,2009,Residence,Transit,0.039,ACS_B08301_5YR
Petaluma,2009,Residence,Walk,0.033,ACS_B08301_5YR
Petaluma,2009,Residence,Work From Home,0.053,ACS_B08301_5YR
Piedmont,2009,Residence,Bicycle,0.028,ACS_B08301_5YR
Piedmont,2009,Residence,Carpool,0.118,ACS_B08301_5YR
Piedmont,2009,Residence,Drive Alone,0.61,ACS_B08301_5YR
Piedmont,2009,Residence,Other,0.018,ACS_B08301_5YR
Piedmont,2009,Residence,Transit,0.124,ACS_B08301_5YR
Piedmont,2009,Residence,Walk,0.032,ACS_B08301_5YR
Piedmont,2009,Residence,Work From Home,0.069,ACS_B08301_5YR
Pinole,2009,Residence,Bicycle,0.002,ACS_B08301_5YR
Pinole,2009,Residence,Carpool,0.147,ACS_B08301_5YR
Pinole,2009,Residence,Drive Alone,0.676,ACS_B08301_5YR
Pinole,2009,Residence,Other,0.008,ACS_B08301_5YR
Pinole,2009,Residence,Transit,0.111,ACS_B08301_5YR
Pinole,2009,Residence,Walk,0.01,ACS_B08301_5YR
Pinole,2009,Residence,Work From Home,0.046,ACS_B08301_5YR
Pittsburg,2009,Residence,Bicycle,0,ACS_B08301_5YR
Pittsburg,2009,Residence,Carpool,0.196,ACS_B08301_5YR
Pittsburg,2009,Residence,Drive Alone,0.654,ACS_B08301_5YR
Pittsburg,2009,Residence,Other,0.016,ACS_B08301_5YR
Pittsburg,2009,Residence,Transit,0.081,ACS_B08301_5YR
Pittsburg,2009,Residence,Walk,0.016,ACS_B08301_5YR
Pittsburg,2009,Residence,Work From Home,0.036,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Bicycle,0.008,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Carpool,0.09,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Drive Alone,0.73,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Other,0.007,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Transit,0.081,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Walk,0.029,ACS_B08301_5YR
Pleasant Hill,2009,Residence,Work From Home,0.054,ACS_B08301_5YR
Pleasanton,2009,Residence,Bicycle,0.011,ACS_B08301_5YR
Pleasanton,2009,Residence,Carpool,0.062,ACS_B08301_5YR
Pleasanton,2009,Residence,Drive Alone,0.788,ACS_B08301_5YR
Pleasanton,2009,Residence,Other,0.008,ACS_B08301_5YR
Pleasanton,2009,Residence,Transit,0.057,ACS_B08301_5YR
Pleasanton,2009,Residence,Walk,0.018,ACS_B08301_5YR
Pleasanton,2009,Residence,Work From Home,0.055,ACS_B08301_5YR
Portola Valley,2009,Residence,Bicycle,0.008,ACS_B08301_5YR
Portola Valley,2009,Residence,Carpool,0.008,ACS_B08301_5YR
Portola Valley,2009,Residence,Drive Alone,0.798,ACS_B08301_5YR
Portola Valley,2009,Residence,Other,0,ACS_B08301_5YR
Portola Valley,2009,Residence,Transit,0.01,ACS_B08301_5YR
Portola Valley,2009,Residence,Walk,0.062,ACS_B08301_5YR
Portola Valley,2009,Residence,Work From Home,0.114,ACS_B08301_5YR
Redwood City,2009,Residence,Bicycle,0.018,ACS_B08301_5YR
Redwood City,2009,Residence,Carpool,0.109,ACS_B08301_5YR
Redwood City,2009,Residence,Drive Alone,0.738,ACS_B08301_5YR
Redwood City,2009,Residence,Other,0.017,ACS_B08301_5YR
Redwood City,2009,Residence,Transit,0.033,ACS_B08301_5YR
Redwood City,2009,Residence,Walk,0.03,ACS_B08301_5YR
Redwood City,2009,Residence,Work From Home,0.054,ACS_B08301_5YR
Richmond,2009,Residence,Bicycle,0.004,ACS_B08301_5YR
Richmond,2009,Residence,Carpool,0.159,ACS_B08301_5YR
Richmond,2009,Residence,Drive Alone,0.621,ACS_B08301_5YR
Richmond,2009,Residence,Other,0.011,ACS_B08301_5YR
Richmond,2009,Residence,Transit,0.153,ACS_B08301_5YR
Richmond,2009,Residence,Walk,0.017,ACS_B08301_5YR
Richmond,2009,Residence,Work From Home,0.034,ACS_B08301_5YR
Rio Vista,2009,Residence,Bicycle,0,ACS_B08301_5YR
Rio Vista,2009,Residence,Carpool,0.111,ACS_B08301_5YR
Rio Vista,2009,Residence,Drive Alone,0.839,ACS_B08301_5YR
Rio Vista,2009,Residence,Other,0.006,ACS_B08301_5YR
Rio Vista,2009,Residence,Transit,0.019,ACS_B08301_5YR
Rio Vista,2009,Residence,Walk,0.01,ACS_B08301_5YR
Rio Vista,2009,Residence,Work From Home,0.014,ACS_B08301_5YR
Rohnert Park,2009,Residence,Bicycle,0.019,ACS_B08301_5YR
Rohnert Park,2009,Residence,Carpool,0.118,ACS_B08301_5YR
Rohnert Park,2009,Residence,Drive Alone,0.774,ACS_B08301_5YR
Rohnert Park,2009,Residence,Other,0.008,ACS_B08301_5YR
Rohnert Park,2009,Residence,Transit,0.028,ACS_B08301_5YR
Rohnert Park,2009,Residence,Walk,0.026,ACS_B08301_5YR
Rohnert Park,2009,Residence,Work From Home,0.026,ACS_B08301_5YR
Ross,2009,Residence,Bicycle,0.023,ACS_B08301_5YR
Ross,2009,Residence,Carpool,0.038,ACS_B08301_5YR
Ross,2009,Residence,Drive Alone,0.666,ACS_B08301_5YR
Ross,2009,Residence,Other,0.024,ACS_B08301_5YR
Ross,2009,Residence,Transit,0.089,ACS_B08301_5YR
Ross,2009,Residence,Walk,0.067,ACS_B08301_5YR
Ross,2009,Residence,Work From Home,0.094,ACS_B08301_5YR
San Anselmo,2009,Residence,Bicycle,0.026,ACS_B08301_5YR
San Anselmo,2009,Residence,Carpool,0.08,ACS_B08301_5YR
San Anselmo,2009,Residence,Drive Alone,0.639,ACS_B08301_5YR
San Anselmo,2009,Residence,Other,0.006,ACS_B08301_5YR
San Anselmo,2009,Residence,Transit,0.097,ACS_B08301_5YR
San Anselmo,2009,Residence,Walk,0.044,ACS_B08301_5YR
San Anselmo,2009,Residence,Work From Home,0.107,ACS_B08301_5YR
San Bruno,2009,Residence,Bicycle,0.005,ACS_B08301_5YR
San Bruno,2009,Residence,Carpool,0.123,ACS_B08301_5YR
San Bruno,2009,Residence,Drive Alone,0.719,ACS_B08301_5YR
San Bruno,2009,Residence,Other,0.006,ACS_B08301_5YR
San Bruno,2009,Residence,Transit,0.08,ACS_B08301_5YR
San Bruno,2009,Residence,Walk,0.03,ACS_B08301_5YR
San Bruno,2009,Residence,Work From Home,0.037,ACS_B08301_5YR
San Carlos,2009,Residence,Bicycle,0.012,ACS_B08301_5YR
San Carlos,2009,Residence,Carpool,0.064,ACS_B08301_5YR
San Carlos,2009,Residence,Drive Alone,0.787,ACS_B08301_5YR
San Carlos,2009,Residence,Other,0.007,ACS_B08301_5YR
San Carlos,2009,Residence,Transit,0.05,ACS_B08301_5YR
San Carlos,2009,Residence,Walk,0.022,ACS_B08301_5YR
San Carlos,2009,Residence,Work From Home,0.058,ACS_B08301_5YR
San Francisco,2009,Residence,Bicycle,0.026,ACS_B08301_5YR
San Francisco,2009,Residence,Carpool,0.079,ACS_B08301_5YR
San Francisco,2009,Residence,Drive Alone,0.389,ACS_B08301_5YR
San Francisco,2009,Residence,Other,0.019,ACS_B08301_5YR
San Francisco,2009,Residence,Transit,0.324,ACS_B08301_5YR
San Francisco,2009,Residence,Walk,0.096,ACS_B08301_5YR
San Francisco,2009,Residence,Work From Home,0.067,ACS_B08301_5YR
San Jose,2009,Residence,Bicycle,0.008,ACS_B08301_5YR
San Jose,2009,Residence,Carpool,0.113,ACS_B08301_5YR
San Jose,2009,Residence,Drive Alone,0.773,ACS_B08301_5YR
San Jose,2009,Residence,Other,0.016,ACS_B08301_5YR
San Jose,2009,Residence,Transit,0.037,ACS_B08301_5YR
San Jose,2009,Residence,Walk,0.018,ACS_B08301_5YR
San Jose,2009,Residence,Work From Home,0.035,ACS_B08301_5YR
San Leandro,2009,Residence,Bicycle,0.007,ACS_B08301_5YR
San Leandro,2009,Residence,Carpool,0.111,ACS_B08301_5YR
San Leandro,2009,Residence,Drive Alone,0.698,ACS_B08301_5YR
San Leandro,2009,Residence,Other,0.008,ACS_B08301_5YR
San Leandro,2009,Residence,Transit,0.125,ACS_B08301_5YR
San Leandro,2009,Residence,Walk,0.021,ACS_B08301_5YR
San Leandro,2009,Residence,Work From Home,0.03,ACS_B08301_5YR
San Mateo,2009,Residence,Bicycle,0.007,ACS_B08301_5YR
San Mateo,2009,Residence,Carpool,0.099,ACS_B08301_5YR
San Mateo,2009,Residence,Drive Alone,0.72,ACS_B08301_5YR
San Mateo,2009,Residence,Other,0.014,ACS_B08301_5YR
San Mateo,2009,Residence,Transit,0.087,ACS_B08301_5YR
San Mateo,2009,Residence,Walk,0.032,ACS_B08301_5YR
San Mateo,2009,Residence,Work From Home,0.04,ACS_B08301_5YR
San Pablo,2009,Residence,Bicycle,0.013,ACS_B08301_5YR
San Pablo,2009,Residence,Carpool,0.184,ACS_B08301_5YR
San Pablo,2009,Residence,Drive Alone,0.633,ACS_B08301_5YR
San Pablo,2009,Residence,Other,0.018,ACS_B08301_5YR
San Pablo,2009,Residence,Transit,0.125,ACS_B08301_5YR
San Pablo,2009,Residence,Walk,0.008,ACS_B08301_5YR
San Pablo,2009,Residence,Work From Home,0.018,ACS_B08301_5YR
San Rafael,2009,Residence,Bicycle,0.009,ACS_B08301_5YR
San Rafael,2009,Residence,Carpool,0.133,ACS_B08301_5YR
San Rafael,2009,Residence,Drive Alone,0.619,ACS_B08301_5YR
San Rafael,2009,Residence,Other,0.014,ACS_B08301_5YR
San Rafael,2009,Residence,Transit,0.118,ACS_B08301_5YR
San Rafael,2009,Residence,Walk,0.039,ACS_B08301_5YR
San Rafael,2009,Residence,Work From Home,0.068,ACS_B08301_5YR
San Ramon,2009,Residence,Bicycle,0.006,ACS_B08301_5YR
San Ramon,2009,Residence,Carpool,0.089,ACS_B08301_5YR
San Ramon,2009,Residence,Drive Alone,0.771,ACS_B08301_5YR
San Ramon,2009,Residence,Other,0.009,ACS_B08301_5YR
San Ramon,2009,Residence,Transit,0.057,ACS_B08301_5YR
San Ramon,2009,Residence,Walk,0.009,ACS_B08301_5YR
San Ramon,2009,Residence,Work From Home,0.058,ACS_B08301_5YR
Santa Clara,2009,Residence,Bicycle,0.011,ACS_B08301_5YR
Santa Clara,2009,Residence,Carpool,0.079,ACS_B08301_5YR
Santa Clara,2009,Residence,Drive Alone,0.798,ACS_B08301_5YR
Santa Clara,2009,Residence,Other,0.013,ACS_B08301_5YR
Santa Clara,2009,Residence,Transit,0.033,ACS_B08301_5YR
Santa Clara,2009,Residence,Walk,0.032,ACS_B08301_5YR
Santa Clara,2009,Residence,Work From Home,0.033,ACS_B08301_5YR
Santa Rosa,2009,Residence,Bicycle,0.012,ACS_B08301_5YR
Santa Rosa,2009,Residence,Carpool,0.113,ACS_B08301_5YR
Santa Rosa,2009,Residence,Drive Alone,0.748,ACS_B08301_5YR
Santa Rosa,2009,Residence,Other,0.013,ACS_B08301_5YR
Santa Rosa,2009,Residence,Transit,0.026,ACS_B08301_5YR
Santa Rosa,2009,Residence,Walk,0.03,ACS_B08301_5YR
Santa Rosa,2009,Residence,Work From Home,0.058,ACS_B08301_5YR
Saratoga,2009,Residence,Bicycle,0.004,ACS_B08301_5YR
Saratoga,2009,Residence,Carpool,0.048,ACS_B08301_5YR
Saratoga,2009,Residence,Drive Alone,0.853,ACS_B08301_5YR
Saratoga,2009,Residence,Other,0.004,ACS_B08301_5YR
Saratoga,2009,Residence,Transit,0.005,ACS_B08301_5YR
Saratoga,2009,Residence,Walk,0.012,ACS_B08301_5YR
Saratoga,2009,Residence,Work From Home,0.075,ACS_B08301_5YR
Sausalito,2009,Residence,Bicycle,0.027,ACS_B08301_5YR
Sausalito,2009,Residence,Carpool,0.08,ACS_B08301_5YR
Sausalito,2009,Residence,Drive Alone,0.615,ACS_B08301_5YR
Sausalito,2009,Residence,Other,0.006,ACS_B08301_5YR
Sausalito,2009,Residence,Transit,0.118,ACS_B08301_5YR
Sausalito,2009,Residence,Walk,0.035,ACS_B08301_5YR
Sausalito,2009,Residence,Work From Home,0.119,ACS_B08301_5YR
Sebastopol,2009,Residence,Bicycle,0.011,ACS_B08301_5YR
Sebastopol,2009,Residence,Carpool,0.067,ACS_B08301_5YR
Sebastopol,2009,Residence,Drive Alone,0.76,ACS_B08301_5YR
Sebastopol,2009,Residence,Other,0.004,ACS_B08301_5YR
Sebastopol,2009,Residence,Transit,0,ACS_B08301_5YR
Sebastopol,2009,Residence,Walk,0.072,ACS_B08301_5YR
Sebastopol,2009,Residence,Work From Home,0.086,ACS_B08301_5YR
Sonoma,2009,Residence,Bicycle,0.018,ACS_B08301_5YR
Sonoma,2009,Residence,Carpool,0.069,ACS_B08301_5YR
Sonoma,2009,Residence,Drive Alone,0.707,ACS_B08301_5YR
Sonoma,2009,Residence,Other,0.01,ACS_B08301_5YR
Sonoma,2009,Residence,Transit,0.011,ACS_B08301_5YR
Sonoma,2009,Residence,Walk,0.075,ACS_B08301_5YR
Sonoma,2009,Residence,Work From Home,0.109,ACS_B08301_5YR
South San Francisco,2009,Residence,Bicycle,0.004,ACS_B08301_5YR
South San Francisco,2009,Residence,Carpool,0.146,ACS_B08301_5YR
South San Francisco,2009,Residence,Drive Alone,0.681,ACS_B08301_5YR
South San Francisco,2009,Residence,Other,0.009,ACS_B08301_5YR
South San Francisco,2009,Residence,Transit,0.105,ACS_B08301_5YR
South San Francisco,2009,Residence,Walk,0.031,ACS_B08301_5YR
South San Francisco,2009,Residence,Work From Home,0.024,ACS_B08301_5YR
St. Helena,2009,Residence,Bicycle,0.012,ACS_B08301_5YR
St. Helena,2009,Residence,Carpool,0.044,ACS_B08301_5YR
St. Helena,2009,Residence,Drive Alone,0.728,ACS_B08301_5YR
St. Helena,2009,Residence,Other,0.042,ACS_B08301_5YR
St. Helena,2009,Residence,Transit,0.015,ACS_B08301_5YR
St. Helena,2009,Residence,Walk,0.062,ACS_B08301_5YR
St. Helena,2009,Residence,Work From Home,0.097,ACS_B08301_5YR
Suisun City,2009,Residence,Bicycle,0.001,ACS_B08301_5YR
Suisun City,2009,Residence,Carpool,0.192,ACS_B08301_5YR
Suisun City,2009,Residence,Drive Alone,0.741,ACS_B08301_5YR
Suisun City,2009,Residence,Other,0.005,ACS_B08301_5YR
Suisun City,2009,Residence,Transit,0.028,ACS_B08301_5YR
Suisun City,2009,Residence,Walk,0.001,ACS_B08301_5YR
Suisun City,2009,Residence,Work From Home,0.032,ACS_B08301_5YR
Sunnyvale,2009,Residence,Bicycle,0.01,ACS_B08301_5YR
Sunnyvale,2009,Residence,Carpool,0.095,ACS_B08301_5YR
Sunnyvale,2009,Residence,Drive Alone,0.768,ACS_B08301_5YR
Sunnyvale,2009,Residence,Other,0.014,ACS_B08301_5YR
Sunnyvale,2009,Residence,Transit,0.048,ACS_B08301_5YR
Sunnyvale,2009,Residence,Walk,0.021,ACS_B08301_5YR
Sunnyvale,2009,Residence,Work From Home,0.043,ACS_B08301_5YR
Tiburon,2009,Residence,Bicycle,0,ACS_B08301_5YR
Tiburon,2009,Residence,Carpool,0.114,ACS_B08301_5YR
Tiburon,2009,Residence,Drive Alone,0.628,ACS_B08301_5YR
Tiburon,2009,Residence,Other,0.003,ACS_B08301_5YR
Tiburon,2009,Residence,Transit,0.091,ACS_B08301_5YR
Tiburon,2009,Residence,Walk,0.025,ACS_B08301_5YR
Tiburon,2009,Residence,Work From Home,0.139,ACS_B08301_5YR
Union City,2009,Residence,Bicycle,0.003,ACS_B08301_5YR
Union City,2009,Residence,Carpool,0.111,ACS_B08301_5YR
Union City,2009,Residence,Drive Alone,0.734,ACS_B08301_5YR
Union City,2009,Residence,Other,0.022,ACS_B08301_5YR
Union City,2009,Residence,Transit,0.096,ACS_B08301_5YR
Union City,2009,Residence,Walk,0.017,ACS_B08301_5YR
Union City,2009,Residence,Work From Home,0.016,ACS_B08301_5YR
Vacaville,2009,Residence,Bicycle,0.005,ACS_B08301_5YR
Vacaville,2009,Residence,Carpool,0.123,ACS_B08301_5YR
Vacaville,2009,Residence,Drive Alone,0.816,ACS_B08301_5YR
Vacaville,2009,Residence,Other,0.007,ACS_B08301_5YR
Vacaville,2009,Residence,Transit,0.008,ACS_B08301_5YR
Vacaville,2009,Residence,Walk,0.009,ACS_B08301_5YR
Vacaville,2009,Residence,Work From Home,0.032,ACS_B08301_5YR
Vallejo,2009,Residence,Bicycle,0.002,ACS_B08301_5YR
Vallejo,2009,Residence,Carpool,0.169,ACS_B08301_5YR
Vallejo,2009,Residence,Drive Alone,0.712,ACS_B08301_5YR
Vallejo,2009,Residence,Other,0.017,ACS_B08301_5YR
Vallejo,2009,Residence,Transit,0.047,ACS_B08301_5YR
Vallejo,2009,Residence,Walk,0.018,ACS_B08301_5YR
Vallejo,2009,Residence,Work From Home,0.034,ACS_B08301_5YR
Walnut Creek,2009,Residence,Bicycle,0.014,ACS_B08301_5YR
Walnut Creek,2009,Residence,Carpool,0.063,ACS_B08301_5YR
Walnut Creek,2009,Residence,Drive Alone,0.689,ACS_B08301_5YR
Walnut Creek,2009,Residence,Other,0.006,ACS_B08301_5YR
Walnut Creek,2009,Residence,Transit,0.127,ACS_B08301_5YR
Walnut Creek,2009,Residence,Walk,0.036,ACS_B08301_5YR
Walnut Creek,2009,Residence,Work From Home,0.066,ACS_B08301_5YR
Windsor,2009,Residence,Bicycle,0.002,ACS_B08301_5YR
Windsor,2009,Residence,Carpool,0.104,ACS_B08301_5YR
Windsor,2009,Residence,Drive Alone,0.827,ACS_B08301_5YR
Windsor,2009,Residence,Other,0.006,ACS_B08301_5YR
Windsor,2009,Residence,Transit,0.004,ACS_B08301_5YR
Windsor,2009,Residence,Walk,0.016,ACS_B08301_5YR
Windsor,2009,Residence,Work From Home,0.041,ACS_B08301_5YR
Woodside,2009,Residence,Bicycle,0,ACS_B08301_5YR
Woodside,2009,Residence,Carpool,0.028,ACS_B08301_5YR
Woodside,2009,Residence,Drive Alone,0.762,ACS_B08301_5YR
Woodside,2009,Residence,Other,0.011,ACS_B08301_5YR
Woodside,2009,Residence,Transit,0.005,ACS_B08301_5YR
Woodside,2009,Residence,Walk,0.015,ACS_B08301_5YR
Woodside,2009,Residence,Work From Home,0.18,ACS_B08301_5YR
Yountville,2009,Residence,Bicycle,0.041,ACS_B08301_5YR
Yountville,2009,Residence,Carpool,0.072,ACS_B08301_5YR
Yountville,2009,Residence,Drive Alone,0.709,ACS_B08301_5YR
Yountville,2009,Residence,Other,0.013,ACS_B08301_5YR
Yountville,2009,Residence,Transit,0.027,ACS_B08301_5YR
Yountville,2009,Residence,Walk,0.038,ACS_B08301_5YR
Yountville,2009,Residence,Work From Home,0.099,ACS_B08301_5YR
Alameda,2010,Residence,Bicycle,0.012,ACS_B08301_5YR
Alameda,2010,Residence,Carpool,0.094,ACS_B08301_5YR
Alameda,2010,Residence,Drive Alone,0.64,ACS_B08301_5YR
Alameda,2010,Residence,Other,0.012,ACS_B08301_5YR
Alameda,2010,Residence,Transit,0.144,ACS_B08301_5YR
Alameda,2010,Residence,Walk,0.041,ACS_B08301_5YR
Alameda,2010,Residence,Work From Home,0.056,ACS_B08301_5YR
Albany,2010,Residence,Bicycle,0.048,ACS_B08301_5YR
Albany,2010,Residence,Carpool,0.08,ACS_B08301_5YR
Albany,2010,Residence,Drive Alone,0.53,ACS_B08301_5YR
Albany,2010,Residence,Other,0.009,ACS_B08301_5YR
Albany,2010,Residence,Transit,0.225,ACS_B08301_5YR
Albany,2010,Residence,Walk,0.046,ACS_B08301_5YR
Albany,2010,Residence,Work From Home,0.063,ACS_B08301_5YR
American Canyon,2010,Residence,Bicycle,0,ACS_B08301_5YR
American Canyon,2010,Residence,Carpool,0.137,ACS_B08301_5YR
American Canyon,2010,Residence,Drive Alone,0.782,ACS_B08301_5YR
American Canyon,2010,Residence,Other,0.007,ACS_B08301_5YR
American Canyon,2010,Residence,Transit,0.02,ACS_B08301_5YR
American Canyon,2010,Residence,Walk,0.015,ACS_B08301_5YR
American Canyon,2010,Residence,Work From Home,0.038,ACS_B08301_5YR
Antioch,2010,Residence,Bicycle,0.003,ACS_B08301_5YR
Antioch,2010,Residence,Carpool,0.16,ACS_B08301_5YR
Antioch,2010,Residence,Drive Alone,0.721,ACS_B08301_5YR
Antioch,2010,Residence,Other,0.012,ACS_B08301_5YR
Antioch,2010,Residence,Transit,0.055,ACS_B08301_5YR
Antioch,2010,Residence,Walk,0.011,ACS_B08301_5YR
Antioch,2010,Residence,Work From Home,0.037,ACS_B08301_5YR
Atherton,2010,Residence,Bicycle,0,ACS_B08301_5YR
Atherton,2010,Residence,Carpool,0.026,ACS_B08301_5YR
Atherton,2010,Residence,Drive Alone,0.813,ACS_B08301_5YR
Atherton,2010,Residence,Other,0.003,ACS_B08301_5YR
Atherton,2010,Residence,Transit,0.005,ACS_B08301_5YR
Atherton,2010,Residence,Walk,0.05,ACS_B08301_5YR
Atherton,2010,Residence,Work From Home,0.102,ACS_B08301_5YR
Belmont,2010,Residence,Bicycle,0.001,ACS_B08301_5YR
Belmont,2010,Residence,Carpool,0.082,ACS_B08301_5YR
Belmont,2010,Residence,Drive Alone,0.75,ACS_B08301_5YR
Belmont,2010,Residence,Other,0.016,ACS_B08301_5YR
Belmont,2010,Residence,Transit,0.054,ACS_B08301_5YR
Belmont,2010,Residence,Walk,0.028,ACS_B08301_5YR
Belmont,2010,Residence,Work From Home,0.068,ACS_B08301_5YR
Belvedere,2010,Residence,Bicycle,0,ACS_B08301_5YR
Belvedere,2010,Residence,Carpool,0.086,ACS_B08301_5YR
Belvedere,2010,Residence,Drive Alone,0.653,ACS_B08301_5YR
Belvedere,2010,Residence,Other,0.017,ACS_B08301_5YR
Belvedere,2010,Residence,Transit,0.107,ACS_B08301_5YR
Belvedere,2010,Residence,Walk,0.045,ACS_B08301_5YR
Belvedere,2010,Residence,Work From Home,0.092,ACS_B08301_5YR
Benicia,2010,Residence,Bicycle,0.006,ACS_B08301_5YR
Benicia,2010,Residence,Carpool,0.09,ACS_B08301_5YR
Benicia,2010,Residence,Drive Alone,0.786,ACS_B08301_5YR
Benicia,2010,Residence,Other,0.017,ACS_B08301_5YR
Benicia,2010,Residence,Transit,0.04,ACS_B08301_5YR
Benicia,2010,Residence,Walk,0.014,ACS_B08301_5YR
Benicia,2010,Residence,Work From Home,0.047,ACS_B08301_5YR
Berkeley,2010,Residence,Bicycle,0.075,ACS_B08301_5YR
Berkeley,2010,Residence,Carpool,0.071,ACS_B08301_5YR
Berkeley,2010,Residence,Drive Alone,0.404,ACS_B08301_5YR
Berkeley,2010,Residence,Other,0.013,ACS_B08301_5YR
Berkeley,2010,Residence,Transit,0.177,ACS_B08301_5YR
Berkeley,2010,Residence,Walk,0.164,ACS_B08301_5YR
Berkeley,2010,Residence,Work From Home,0.097,ACS_B08301_5YR
Brentwood,2010,Residence,Bicycle,0.001,ACS_B08301_5YR
Brentwood,2010,Residence,Carpool,0.096,ACS_B08301_5YR
Brentwood,2010,Residence,Drive Alone,0.807,ACS_B08301_5YR
Brentwood,2010,Residence,Other,0.013,ACS_B08301_5YR
Brentwood,2010,Residence,Transit,0.028,ACS_B08301_5YR
Brentwood,2010,Residence,Walk,0.01,ACS_B08301_5YR
Brentwood,2010,Residence,Work From Home,0.045,ACS_B08301_5YR
Brisbane,2010,Residence,Bicycle,0.015,ACS_B08301_5YR
Brisbane,2010,Residence,Carpool,0.1,ACS_B08301_5YR
Brisbane,2010,Residence,Drive Alone,0.682,ACS_B08301_5YR
Brisbane,2010,Residence,Other,0.016,ACS_B08301_5YR
Brisbane,2010,Residence,Transit,0.119,ACS_B08301_5YR
Brisbane,2010,Residence,Walk,0.045,ACS_B08301_5YR
Brisbane,2010,Residence,Work From Home,0.023,ACS_B08301_5YR
Burlingame,2010,Residence,Bicycle,0.012,ACS_B08301_5YR
Burlingame,2010,Residence,Carpool,0.062,ACS_B08301_5YR
Burlingame,2010,Residence,Drive Alone,0.724,ACS_B08301_5YR
Burlingame,2010,Residence,Other,0.011,ACS_B08301_5YR
Burlingame,2010,Residence,Transit,0.12,ACS_B08301_5YR
Burlingame,2010,Residence,Walk,0.027,ACS_B08301_5YR
Burlingame,2010,Residence,Work From Home,0.045,ACS_B08301_5YR
Calistoga,2010,Residence,Bicycle,0.034,ACS_B08301_5YR
Calistoga,2010,Residence,Carpool,0.158,ACS_B08301_5YR
Calistoga,2010,Residence,Drive Alone,0.683,ACS_B08301_5YR
Calistoga,2010,Residence,Other,0.014,ACS_B08301_5YR
Calistoga,2010,Residence,Transit,0.014,ACS_B08301_5YR
Calistoga,2010,Residence,Walk,0.057,ACS_B08301_5YR
Calistoga,2010,Residence,Work From Home,0.041,ACS_B08301_5YR
Campbell,2010,Residence,Bicycle,0.018,ACS_B08301_5YR
Campbell,2010,Residence,Carpool,0.056,ACS_B08301_5YR
Campbell,2010,Residence,Drive Alone,0.839,ACS_B08301_5YR
Campbell,2010,Residence,Other,0.009,ACS_B08301_5YR
Campbell,2010,Residence,Transit,0.022,ACS_B08301_5YR
Campbell,2010,Residence,Walk,0.014,ACS_B08301_5YR
Campbell,2010,Residence,Work From Home,0.042,ACS_B08301_5YR
Clayton,2010,Residence,Bicycle,0,ACS_B08301_5YR
Clayton,2010,Residence,Carpool,0.075,ACS_B08301_5YR
Clayton,2010,Residence,Drive Alone,0.788,ACS_B08301_5YR
Clayton,2010,Residence,Other,0.003,ACS_B08301_5YR
Clayton,2010,Residence,Transit,0.052,ACS_B08301_5YR
Clayton,2010,Residence,Walk,0.002,ACS_B08301_5YR
Clayton,2010,Residence,Work From Home,0.079,ACS_B08301_5YR
Cloverdale,2010,Residence,Bicycle,0,ACS_B08301_5YR
Cloverdale,2010,Residence,Carpool,0.083,ACS_B08301_5YR
Cloverdale,2010,Residence,Drive Alone,0.81,ACS_B08301_5YR
Cloverdale,2010,Residence,Other,0.01,ACS_B08301_5YR
Cloverdale,2010,Residence,Transit,0.004,ACS_B08301_5YR
Cloverdale,2010,Residence,Walk,0.04,ACS_B08301_5YR
Cloverdale,2010,Residence,Work From Home,0.053,ACS_B08301_5YR
Colma,2010,Residence,Bicycle,0,ACS_B08301_5YR
Colma,2010,Residence,Carpool,0.227,ACS_B08301_5YR
Colma,2010,Residence,Drive Alone,0.407,ACS_B08301_5YR
Colma,2010,Residence,Other,0.014,ACS_B08301_5YR
Colma,2010,Residence,Transit,0.27,ACS_B08301_5YR
